tweets,label
"['bayar', 'ya', 'bagus', 'segera', 'bayar', 'luas', 'masuk', 'proses', 'mohon', 'perhati', 'disorda', 'provinsi', 'papua']",Non_R
"['nggak', 'sombong', 'jamin', 'rakyat', 'indonesia', 'bela', 'kalo', 'jual', 'papua', 'utk', 'popularitas', 'rakyat', 'papua', 'derita', 'mending', 'pulang', 'mempeanggungjawabkan', 'buat']",Non_R
"['hahahah', 'bangsattt', 'gw', 'ikut', 'papua', 'lu', 'aja', 'ya']",Non_R
"['selamat', 'jalan', 'sahabat', 'cinta', 'pahlawan', 'demokrasi', 'tanah', 'papua', 'terus', 'juang', 'tegak', 'demokrasi', 'bersih', 'jujur', 'adil', 'tanah', 'papua', 'cinta', 'kabupaten', 'waropen', 'papua', 'https', 'www', 'instagram', 'com', 'p', 'cd', 'z', 'odsj', 'igshid', 'mxeucgvq', 'yqv']",Non_R
"['loh', 'papua', 'indonesia', 'pic', 'twitter', 'com', 'pkluoffein']",Non_R
"['pemuda', 'papua', 'dukung', 'otsus', 'jilid', 'ii', 'pic', 'twitter', 'com', 'ddytrkfsfg']",Non_R
"['dukung', 'otsus', 'papua', 'tingkat', 'sejahtera', 'maju', 'papua', 'dukungotsuspapuamaju']",Non_R
"['dana', 'otsus', 'papua', 'evaluasi', 'audit', 'dana', 'otsus', 'maksimal', 'perintah', 'daerah', 'tingkat', 'ekonomi', 'papua', 'pic', 'twitter', 'com', 'r', 'yu', 'wzqsl']",Non_R
"['wilayah', 'milik', 'covid', 'teinggi', 'papua', 'http', 'liput', 'com', 'http', 'dlvr', 'it', 'rdf', 'jk']",Non_R
"['sobat', 'papua', 'jakaa', 'wajib', 'hadir', 'medan', 'juang', 'biar', 'paham', 'jalan', 'aneksasi', 'legal', 'indonesia', 'west', 'papua', 'sesuai', 'new', 'york', 'agreement', 'https', 'twitter', 'com', 'profylh', 'status', 's', 'dukung', 'pbb', 'un', 'tolak', 'referendun', 'papua', 'aku', 'papua', 'nkri', 'https', 'twitter', 'com', 'ricotude', 'status', 'pic', 'twitter', 'com', 'baw', 'bvv', 'qe']",Non_R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['kabar', 'papua', 'salah', 'destinasi', 'impi', 'moga', 'pandemi', 'rezeki', 'aamiin', 'baca', 'blogpost', 'mbak', 'dee', 'arif', 'ken', 'deh', 'jajah', 'papua', 'd', 'jumatberkah', 'https', 'www', 'deestories', 'com', 'wonderful', 'papua', 'kecap', 'surga', 'bumi', 'cendrawasih', 'html']",Non_R
"['live', 'dahsyat', 'padang', 'mahsyar', 'ustadz', 'dr', 'firanda', 'andirja', 'm', 'a', 'ustadzfirandaandirja', 'ngaji', 'alquran', 'sunnah', 'https', 'www', 'salafy', 'org', 'live', 'dahsyat', 'padang', 'mahsyar', 'ustadz', 'dr', 'firanda', 'andirja', 'm', 'a']",Non_R
"['masyarakat', 'papua', 'butuh', 'dana', 'otsus', 'papua', 'masyarakat', 'dalam', 'papua', 'dpt', 'rasa', 'trs', 'manfaat', 'otsus', 'papua', 'awas', 'rata', 'dukungotsuspapuamaju']",Non_R
"['hasil', 'keluar', 'taiwanjumat', 'agustus', 'result', 'shio', 'nagaselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'f', 'i', 'v', 'yrg']",Non_R
"['dukungotsuspapuamaju', 'krn', 'dana', 'otsus', 'guna', 'utk', 'laksana', 'pemb', 'papua', 'mliputi', 'program', 'prioritas', 'bidang', 'pendidikn', 'sehat', 'daya', 'ekonomi', 'masy', 'jg', 'infrastruktur', 'yg', 'mna', 'kn', 'meningkatkn', 'maju', 'jg', 'sejahtera', 'masy', 'membntu', 'pem', 'jg', 'dlm', 'pemasukn']",Non_R
"['ssb', 'papua', 'united', 'resmi', 'juara', 'pangdam', 'cup', 'https', 'tabloidnusantara', 'com', 'ssb', 'papua', 'united', 'resmi', 'juara', 'pangdam', 'cup', 'tabloid', 'nusa', 'separrespira', 'bola']",Non_R
"['papua', 'nkri', 'selamanyatolak', 'gera', 'separatism', 'rusak', 'bumi', 'cenderawasih', 'dukungotsuspapuamaju', 'byutifvl', 'jaylani', 'aray']",Non_R
"['amnesty', 'indonesia', 'australia', 'desak', 'perintah', 'indonesia', 'batal', 'sanksi', 'finansial', 'vero', 'koman', 'http', 'disq', 'us', 't', 'r', 'ipd']",Non_R
"['papua', 'nkri', 'jajah', 'bangun', 'infrastruktur', 'sdm', 'yg', 'sulit', 'separaties', 'senjata', 'veronicakoman', 'yg', 'kau', 'cari', 'pei', 'yg', 'dapat', 'judas']",Non_R
"['dukung', 'otsus', 'papua', 'tingkat', 'sejahtera', 'cepat', 'bangun', 'papua', 'dukungotsuspapuamaju']",Non_R
"['papua', 'ratus', 'pesea', 'sbmptn', 'diskualifikasi', 'salah', 'sebab', 'http', 'dlvr', 'it', 'rdf', 'jr', 'pic', 'twitter', 'com', 'ume', 'w', 'lli']",Non_R
"['mantap', 'papua', 'dukungotsuspapuamaju']",Non_R
"['fasilitas', 'tunjang', 'seakeuntungan', 'yg', 'dinikmatipetinggi', 'freepo', 'jutakali', 'lipat', 'dapat', 'tahunanwrga', 'timika', 'papua', 'usirfreepo']",Non_R
"['pemprov', 'papua', 'tolong', 'cair', 'uang', 'koni', 'anak', 'anak', 'papua', 'atlet', 'pencak', 'silat', 'somasi', 'oke']",Non_R
"['suka', 'suka', 'ya', 'bs', 'sikap', 'adil', 'thdp', 'papuaterlepas', 'kontroversiny', 'vk', 'suara', 'keras', 'tidak', 'adil', 'disanaface', 'it']",Non_R
"['pokja', 'perempuan', 'mrp', 'gelar', 'hearing', 'dampak', 'covid', 'ekonomi', 'mama', 'mama', 'papua', 'http', 'disq', 'us', 't', 'r', 'zv']",Non_R
"['veronica', 'koman', 'buang', 'nkri', 'papua', 'https', 'www', 'pantausatu', 'id', 'veronica', 'koman', 'buang', 'nkri', 'html', 'm']",Non_R
"['pln', 'raih', 'seifikasi', 'anti', 'suap', 'https', 'kabarpapua', 'co', 'pln', 'raih', 'seifikasi', 'anti', 'suap']",Non_R
"['jual', 'masker', 'wajah', 'alami', 'papua', 'wa', 'anwar', 'maskerwajahpapua', 'pic', 'twitter', 'com', 'fpwuq', 'dzvb']",Non_R
"['guys', 'percaya', 'ga', 'dom', 'papua']",Non_R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['dukungotsuspapuamaju', 'papua', 'tara', 'dgn', 'daerah']",Non_R
"['otsus', 'papua', 'jalan', 'dana', 'otsus', 'masyarakat', 'jabat', 'pic', 'twitter', 'com', 'dzqfgkaw']",Non_R
"['dukungotsuspapuamajupenjarakan', 'sjw', 'prnjual', 'tanah', 'papua']",Non_R
"['papua', 'nkri', 'dukungotsuspapuamaju']",Non_R
"['alas', 'muter', 'gak', 'ngakuin', 'kalo', 'emang', 'udah', 'ngelakuin', 'salah', 'akuin', 'aja', 'gentleman', 'emang', 'bersebrangan', 'ken', 'papua', 'merdeka', 'biar', 'menteri', 'ham', 'kali', 'ntar', 'hahaha']",Non_R
"['daftar', 'waawan', 'liput', 'pon', 'papua', 'panjang', 'http', 'tvpapua', 'com', 'daftar', 'waawan', 'liput', 'pon', 'papua', 'panjang']",Non_R
"['tulis', 'sy', 'baca', 'pegawai', 'kab', 'malas', 'turun', 'kampung', 'pecat', 'ganti', 'dgn', 'warga', 'asli', 'papua', 'yg', 'derita', 'baik', 'dgn', 'khusus', 'papua', 'pecat', 'pegawai', 'yg', 'malas', 'abis', 'uang', 'utk', 'gaji', 'pegawai', 'yg', 'malas', 'https', 'twitter', 'com', 'veronicakoman', 'status', 's']",Non_R
"['dana', 'otsus', 'yg', 'gelontor', 'papua', 'wajar', 'otsus', 'papua', 'evaluasi', 'dana', 'otsus', 'bancak', 'jabat', 'masyarakat', 'rasa', 'manfaat', 'otsus', 'pic', 'twitter', 'com', 'wr', 'sdwzegv']",Non_R
"['papua', 'dukungotsuspapuamaju']",Non_R
"['sqbenar', 'nya', 'kalo', 'pandang', 'luas', 'layak', 'nya', 'papua', 'merdeka', 'tdk', 'yg', 'monyet', 'biar', 'bangsa', 'yg', 'tangguh', 'tanah', 'kaya', 'kalimantan', 'ulun', 'ni', 'sambat', 'urang', 'hutan', 'kalimantan', 'cuman', 'hutan', 'aja']",Non_R
"['papua', 'dukungotsuspapuamaju']",Non_R
"['stopprovokasi', 'tu', 'ka', 'otsus', 'par', 'masyarakat', 'papua', 'pung', 'sejahtera', 'otsus', 'evaluasi', 'tolak', 'stop', 'deng', 'tolak', 'tolak']",Non_R
"['fungsi', 'wakil', 'rakyat', 'papua', 'alias', 'dprd', 'papua', 'yg', 'pilih', 'mrk', 'rakyat', 'papua', 'mrk', 'bs', 'duduk', 'sbg', 'wakil', 'rakyat', 'anggar', 'otsus', 'tdk', 'sasar', 'wakil', 'rakyat', 'yg', 'peama', 'cegah', 'kepala', 'daerah', 'jg', 'wajib', 'putra', 'daerah']",Non_R
"['papua', 'welovepapua', 'papuadamai', 'nkridamai']",Non_R
"['sepakat', 'john', 'otsus', 'papua', 'evaluasi', 'laksana', 'otsus', 'depan', 'tolak', 'pic', 'twitter', 'com', 'xjdlbet', 'qx']",Non_R
"['yg', 'dalam', 'draf', 'ruu', 'bpip', 'bpip', 'kuat', 'pancasila', 'ideologi', 'negara', 'pic', 'twitter', 'com', 'ajbmn', 'f']",Non_R
"['jokowi', 'buat', 'adil', 'saudara', 'yg', 'papua', 'coba', 'pakai', 'adat', 'pasti', 'mrk', 'bangga', 'bahagia', 'peemuan', 'internasional', 'pasti', 'tokoh', 'dunia', 'kagum', 'krn', 'https', 'twitter', 'com', 'jokowi', 'status']",Non_R
"['salah', 'satu', 'dukung', 'banget', 'otsus', 'papua', 'dasar', 'otsus', 'perintah', 'papua', 'papua', 'bantu', 'maju', 'dukungotsuspapuamaju']",Non_R
"['nya', 'cek', 'evaluasi', 'dana', 'otsus', 'papua', 'sinkronisasi', 'program', 'perintah', 'pusat', 'perintah', 'daerah', 'dana', 'otsuspapua', 'guna', 'dukungotsuspapuamaju']",Non_R
"['minyak', 'lintah', 'urut', 'pangkal', 'ujung', 'http', 'goo', 'gl', 'psfhvl', 'pin', 'a', 'fb', 'minyakpembesarpenis']",Non_R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['papua', 'nkri', 'otsus', 'papua', 'langkah', 'maju', 'bangun', 'sejahtera', 'masyarakat', 'papua', 'papua', 'maju', 'banggan', 'nkri', 'dukungotsuspapuamaju']",Non_R
"['yg', 'tarik', 'link', 'tsb', 'veronika', 'asing', 'perintah', 'aktivitas', 'anggap', 'tdk', 'pro', 'nkri', 'berai', 'niat', 'pd', 'pd', 'garis', 'papua', 'nkri', 'yg', 'hrs', 'korek']",Non_R
"['papua', 'remaja', 'solo', 'jemput', 'polisi', 'rundung', 'http', 'dlvr', 'it', 'rdf', 'sx', 'pic', 'twitter', 'com', 'h', 'fr', 'bthy']",Non_R
"['buah', 'naga', 'serang', 'hama', 'cacar', 'tani', 'arso', 'alih', 'tanam', 'nenas', 'madu', 'https', 'www', 'bogopapua', 'net', 'buah', 'naga', 'serang', 'hama', 'cacar', 'tani', 'arso', 'alih', 'tanam', 'nenas', 'madu', 'covid', 'janganremehkancovid', 'papua', 'ppid', 'buahnaga']",Non_R
"['coba', 'jokowi', 'pakai', 'pakai', 'pakai', 'adat', 'papua', 'acara', 'negara', 'utk', 'bukti', 'bangga', 'pd', 'budaya', 'papua', 'kaya', 'alam', 'aja', 'reda', 'opm', 'tingkat', 'percaya', 'warga', 'papua', 'pd', 'budaya', 'bangun', 'papua']",Non_R
"['karna', 'sayang', 'papua', 'hati', 'dukungotsuspapuamaju']",Non_R
"['buka', 'ambil', 'spotlight', 'tapol', 'papua', 'kampanye', 'individu', 'tapol', 'makar', 'papua', 'sisa', 'sorong', 'fakfak', 'sidang']",Non_R
"['yesss', 'papua', 'indonesia', 'dukungotsuspapuamaju']",Non_R
"['nataliuspigai', 'natalius', 'pigai', 'duga', 'presiden', 'jokowi', 'ras', 'benci', 'papua', 'https', 'inikatasultra', 'com', 'natalius', 'pigai', 'duga', 'presiden', 'jokowi', 'ras', 'benci', 'papua']",Non_R
"['ones', 'bonay', 'sosok', 'juang', 'papua', 'saksi', 'hidup', 'ubah', 'papua', 'semenjak', 'dana', 'otsuspapua', 'harap', 'otsus', 'jilid', 'ii', 'jalan', 'dana', 'otsus', 'sentuh', 'masyarakat', 'jabat', 'elpanjullo', 'rahyamaya', 'gond', 'rong', 'pic', 'twitter', 'com', 'twjity', 'hz']",Non_R
"['update', 'covid', 'provinsi', 'papua', 'tgl', 'agustus', 'pic', 'twitter', 'com', 'yxgllleg', 't']",Non_R
"['papua', 'hak', 'maju', 'hati', 'dukungotsuspapuamaju']",Non_R
"['otsus', 'anggap', 'efektif', 'sejahtera', 'rakyat', 'papua', 'mana', 'otsus', 'kontribusi', 'aspek', 'infrastruktur', 'didik', 'sehat', 'pic', 'twitter', 'com', 'hp', 'htx', 'dh']",Non_R
"['jamin', 'jabat', 'papua', 'kalo', 'otsus', 'tpt', 'sasar', 'untuk', 'utk', 'masyarakat', 'papua', 'jamin', 'kalo', 'otsus', 'panjang', 'tdk', 'busung', 'lapar', 'papua']",Non_R
"['orng', 'papua', 'butuh', 'kedamain', 'adil', 'sesusai', 'dng', 'uud', 'lmbngn', 'burung', 'garuda']",Non_R
"['papua', 'dukungotsuspapuamaju']",Non_R
"['otsus', 'maju', 'papua', 'dukungotsuspapuamaju']",Non_R
"['otsus', 'kembali', 'jakarta', 'nkri', 'ilegal', 'tanah', 'papua', 'tdk', 'cerita', 'omong', 'kosong', 'evaluasi', 'revisi', 'uu', 'otsus', 'cerita', 'nkri', 'ilegal', 'west', 'papua', 'pic', 'twitter', 'com', 'btp', 'l', 'e']",Non_R
"['kapolda', 'papua', 'pimpin', 'upacara', 'lepas', 'satgas', 'ops', 'pam', 'rah', 'wan', 'bko', 'polda', 'papua', 'polda', 'sumsel', 'polda', 'bengkulu', 'jumat', 'divisihumaspolri', 'poldapapuapromoter', 'polripromoter', 'polriuntukindonesia', 'polricegahcorona', 'bersamacegahcovid', 'hutrike', 'pic', 'twitter', 'com', 'cevbj', 'iv']",Non_R
"['papua', 'adlh', 'indonesia', 'hati', 'dukungotsuspapuamaju']",Non_R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['papua', 'minggu', 'dipulangin']",Non_R
"['orang', 'tangkap', 'suara', 'west', 'papua', 'indonesia', 'http', 'share', 'babe', 'news', 's', 'hyrkmmpqvr']",Non_R
"['manfaat', 'dana', 'otsus', 'guna', 'utk', 'laksana', 'bangun', 'papua', 'liput', 'program', 'prioritas', 'pei', 'bangun', 'sehat', 'didik', 'daya', 'ekonomi', 'rakyat', 'infrastruktur', 'yuk', 'dukungotsuspapuamaju', 'pic', 'twitter', 'com', 'jfbswzteb']",Non_R
"['duta', 'humas', 'polda', 'papua', 'sosialisasi', 'ingat', 'hut', 'ri', 'bagi', 'bendera', 'merah', 'putih', 'jumat', 'divisihumaspolri', 'poldapapuapromoter', 'polripromoter', 'polriuntukindonesia', 'polricegahcorona', 'bersamacegahcovid', 'polisiindonesia', 'hutrike', 'pic', 'twitter', 'com', 'iuhpxxopdg']",Non_R
"['manfaat', 'dana', 'otsus', 'guna', 'utk', 'laksana', 'bangun', 'papua', 'liput', 'program', 'prioritas', 'pei', 'bangun', 'sehat', 'didik', 'daya', 'ekonomi', 'rakyat', 'infrastruktur', 'yuk', 'dukungotsuspapuamaju', 'pic', 'twitter', 'com', 'v', 'ez', 'flxf']",Non_R
"['yessswe', 'papua', 'dukungotsuspapuamaju']",Non_R
"['kalo', 'veronica', 'bingung', 'indonesia', 'ditangkep', 'emang', 'udah', 'bener', 'balikin', 'nyicil', 'pake', 'uang', 'fee', 'bain', 'bebas', 'papua']",Non_R
"['manfaat', 'dana', 'otsus', 'guna', 'utk', 'laksana', 'bangun', 'papua', 'liput', 'program', 'prioritas', 'pei', 'bangun', 'sehat', 'didik', 'daya', 'ekonomi', 'rakyat', 'infrastruktur', 'yuk', 'dukungotsuspapuamaju', 'pic', 'twitter', 'com', 'q', 'yqxjsx']",Non_R
"['we', 'papua', 'dukungotsuspapuamaju']",Non_R
"['sobat', 'humas', 'polda', 'papuadalam', 'produksi', 'konten', 'visual', 'beemakan', 'hut', 'merdeka', 'rilogo', 'pandu', 'identitas', 'akses', 'website', 'tri', 'sekretariat', 'negara', 'republik', 'indonesia', 'divisihumaspolri', 'poldapapuapromoter', 'polripromoter', 'hutrike', 'pic', 'twitter', 'com', 'qhiau', 'jmsm']",Non_R
"['we', 'papua', 'dukungotsuspapuamaju']",Non_R
"['dinsos', 'tepat', 'mana', 'negara', 'papua', 'daerah', 'kaya', 'emas', 'warga', 'yg', 'mesti', 'sehat', 'didik', 'gratis', 'butuh', 'pokok', 'jamin', 'negara', 'ttg', 'pasti', 'cukup', 'sistem', 'islam', 'https', 'twitter', 'com', 'stevaniehuangg', 'status']",Non_R
"['plot', 'papua', 'utk', 'as', 'kalimantan', 'utk', 'ch', 'jegalomnibuslaw', 'jegalomnibuslaw', 'https', 'twitter', 'com', 'wuarlex', 'status']",Non_R
"['peama', 'kali', 'era', 'presiden', 'jokowi', 'anak', 'bangsa', 'asli', 'papua', 'frans', 'kaisiepo', 'abadi', 'tokoh', 'pecah', 'uang', 'rupiah', 'icon', 'uang', 'puluh', 'ribu', 'pic', 'twitter', 'com', 'boaidpj', 'mq']",Non_R
"['natalius', 'pigai', 'duga', 'presiden', 'jokowi', 'ras', 'benci', 'papua', 'https', 'inikatasultra', 'com', 'natalius', 'pigai', 'duga', 'presiden', 'jokowi', 'ras', 'benci', 'papua']",Non_R
"['indkasinohallo', 'guys', 'yuk', 'gabung', 'indkasino', 'main', 'judi', 'online', 'seru', 'searching', 'google', 'cari', 'indkasino', '', 'indkasino', 'tiktok', 'corona', 'covid', 'jakaa', 'surabaya', 'makassar', 'bal', 'papua', 'ambon', 'kalimantan', 'pontianak', 'medan', 'pic', 'twitter', 'com', 'sifshjbehu']",Non_R
"['we', 'love', 'papua', 'hati', 'dukungotsuspapuamaju']",Non_R
"['mari', 'jaga', 'papua', 'yg', 'aman', 'damai', 'dukungotsuspapua']",Non_R
"['audit', 'evaluasi', 'kunci', 'dana', 'otsuspapua', 'baik', 'maju', 'papua', 'papua', 'barat', 'arjuno', 'ireng', 'v', 'stone', 'kardol', 'valentina', 'rama', 'pic', 'twitter', 'com', 'lnfti', 'bmax']",Non_R
"['sqbenar', 'nya', 'kalo', 'pandang', 'luas', 'layak', 'nya', 'papua', 'merdeka', 'tdk', 'yg', 'monyet', 'biar', 'bangsa', 'yg', 'tangguh', 'tanah', 'kaya', 'kalimantan', 'ulun', 'ni', 'sambat', 'urang', 'hutan', 'kalimantan', 'cuman', 'hutan', 'aja']",Non_R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['manusia', 'indonesia', 'silah', 'raya', 'merdeka', 'tanggl', 'agustus', 'monyet', 'papua', 'raya', 'kabung', 'rasisme', 'blacklivesmatter', 'papuanlivesmatter', 'freewestpapua', 'jkwbapakhoaxnasional', 'republikngibul', 'pic', 'twitter', 'com', 'i', 'mx', 'tsc']",Non_R
"['nataliuspigai', 'hati', 'hati', 'fitnah', 'orang', 'gak', 'monyet', 'yg', 'gak', 'jatuh', 'pohon', 'kau', 'jatuh', 'nang', 'nang', 'maaf', 'pemprovpapua', 'dewanadatpapuanatalius', 'pigai', 'presiden', 'jokowi', 'ras', 'benci', 'papua', 'http', 'share', 'babe', 'news', 's', 'mjhnmmpqvr']",Non_R
"['heee', 'cb', 'idup', 'jd', 'orang', 'papua', 'yg', 'idup', 'gatenang', 'slalu', 'anceman', 'dr', 'militer', 'pindah', 'pulau', 'dikatain', 'monyet', 'mending', 'merdeka', 'drpd', 'idup', 'kek', 'bgitu']",Non_R
"['peduli', 'latar', 'tindak', 'ras', 'benar', 'orang', 'papua', 'panggil', 'monyet', 'asrama', 'surabaya', 'orang', 'malang', 'rupa', 'monyet']",Non_R
"['orang', 'papuanya', 'aja', 'emang', 'lepas', 'trus', 'gilir', 'lepas', 'ga', 'dibolehin', 'kemaren', 'kemaren', 'org', 'papua', 'surabaya', 'usir', 'dikatain', 'monyet', 'gimanasih', 'mreka', 'serah', 'bilang', 'manas', 'manasin', 'emang', 'nyata', 'bnyk', 'abai', 'papua']",Non_R
"['haha', 'pake', 'ekoun', 'bodong', 'monyet', 'ngaku', 'org', 'papua', 'otak', 'orang', 'gila', 'papua', 'gak', 'gila', 'monyet']",Non_R
"['tau', 'g', 'si', 'knp', 'papua', 'lbh', 'milih', 'merdeka', 'mreka', 'jg', 'sakithati', 'dikatain', 'monyet', 'mulu', 'sm', 'org', 'yg', 'kulit', 'hitam', 'indonesia', 'mreka', 'jg', 'ngrasa', 'kaya', 'klo', 'mreka', 'laku', 'g', 'adil', 'klo', 'mecah', 'belah', 'hrsnya', 'agenda', 'sndiri']",Non_R
"['adil', 'orang', 'papua', 'terima', 'rasisme', 'papua', 'mahasiswa', 'papua', 'yg', 'remeh', 'bahan', 'olok', 'an', 'katai', 'monyet', 'hukum', 'yg', 'jerat', 'sangka', 'rasisme', 'tsb', 'karna', 'aparat', 'org', 'jawa']",Non_R
"['bida', 'bikin', 'buka', 'mata', 'kalo', 'rasisme', 'papua', 'anak', 'tiri', 'ga', 'merdeka', 'jaga', 'satu', 'kemarin', 'tuh', 'manggil', 'manggil', 'monyet']",Non_R
"['bilang', 'papua', 'dirasisin', 'panggil', 'monyet', 'didik', 'ga', 'bagus', 'gilir', 'merdeka', 'gaboleh', 'kalo', 'papua', 'merdeka', 'gantung', 'australi', 'ya', 'aja', 'tuh', 'buka', 'mata', 'ga', 'ras', 'govt', 'baik', 'papua', 'spy', 'ga', 'lepas']",Non_R
"['hak', 'ahli', 'waris', 'video', 'aparat', 'polisi', 'yg', 'teriak', 'monyet', 'dpn', 'asrama', 'mahasiswa', 'papua', 'tu', 'dlm', 'rangka']",Non_R
"['selamat', 'songsong', 'ras', 'monyet', 'orang', 'asli', 'papua', 'agustus', 'mahasiswa', 'eks', 'tapol', 'papua', 'sorong', 'dano', 'tabun', 'hollym', 'papua', 'lbhpapua', 'friwp', 'suarbudaya', 'papuaitukita', 'westpapuagirl', 'petisip', 'suarapapua', 'jubidotcom', 'pic', 'twitter', 'com', 'tojvjrwcbi']",Non_R
"['tanggal', 'agustus', 'merdeka', 'bangsa', 'indonesia', 'bangsa', 'papua', 'agustus', 'rasisme', 'monyet', 'tolak', 'lupa', 'lawan', 'papua', 'savepapua', 'papualivesmatters', 'pic', 'twitter', 'com', 'xvg', 'metcux']",Non_R
"['hasil', 'keluar', 'chinasenin', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'rlofbwsnue']",R
"['kecut', 'monyet', 'papua', 'wkwkwk']",R
"['bau', 'bau', 'monyet', 'nih', 'negro', 'papua']",R
"['perkara', 'sengaja', 'besar', 'penting', 'politik', 'pisah', 'papua', 'indonesia', 'monyet', 'orang', 'indonesia', 'oknum', 'beanggung']",Non_R
"['io', 'paitua', 'ko', 'su', 'nyaman', 'ko', 'bicara', 'mo', 'klo', 'bilang', 'ko', 'monyet', 'tikus', 'sampah', 'ko', 'yg', 'sebut', 'rektor', 'uncen', 'su', 'kau', 'merah', 'tinggal', 'ko', 'kau', 'warna', 'kah', 'bgitu', 'pic', 'twitter', 'com', 'vqlohx', 'chq']",Non_R
"['nilai', 'manusia', 'sangat', 'bahas', 'sakit', 'hati', 'orang', 'papua', 'monyet', 'orang', 'melanesia', 'maju', 'lepas', 'genggam', 'austronesia']",Non_R
"['hasil', 'keluar', 'cambodiasabtu', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'u', 'pfmlfk']",R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
